HL7PTIGPatientVisit
=========================================

Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Bundle/11aaff57-acb7-48b3-9cda-58e5f2e4aa9e.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Bundle/1f5700c1-c342-4695-842e-74de2eb7c25a.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Bundle/a23fdb5b-bcb3-465a-be6d-aba81100669d.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Bundle/c9dcf369-1fae-4ad5-acb2-fb48d9b237e3.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Bundle/c9dcf369-1fae-4ad5-acb2-fb48d9b237e4.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - Unable to find ImplementationGuide.definition.resource.description for the resource Bundle/c9dcf369-1fae-4ad5-acb2-fb48d9b237e5.  Descriptions are strongly encouraged if they cannot be inferred from the resource to allow proper population of the artifact list. (INVARIANT)
Generic: line 0, col 0, Warning - The HTML fragment 'ip-statements.xhtml' is not included anywhere in the produced implementation guide (NOTFOUND)
Generic: line 0, col 0, Warning - An HTML fragment from the set [cross-version-analysis.xhtml, cross-version-analysis-inline.xhtml] is not included anywhere in the produced implementation guide (NOTFOUND)
Generic: line 0, col 0, Warning - The HTML fragment 'globals-table.xhtml' is not included anywhere in the produced implementation guide (NOTFOUND)
/github/workspace/input/examples/adt-a01.json: line 274, col 16, Info - 'attender' is the default display; the code system http://terminology.hl7.org/CodeSystem/v3-ParticipationType has no Display Names for the language pt-PT (INVALID)
/github/workspace/input/examples/adt-a01.json: line 163, col 14, Warning - A definition for CodeSystem 'https://terminology.hl7.org/2.0.0/CodeSystem-location-physical-type.html' could not be found, so the code cannot be validated (NOTFOUND)
/github/workspace/input/examples/adt-a01.json: line 177, col 14, Warning - A definition for CodeSystem 'https://terminology.hl7.org/2.0.0/CodeSystem-location-physical-type.html' could not be found, so the code cannot be validated (NOTFOUND)
/github/workspace/input/examples/adt-a01.json: line 191, col 14, Warning - A definition for CodeSystem 'https://terminology.hl7.org/2.0.0/CodeSystem-location-physical-type.html' could not be found, so the code cannot be validated (NOTFOUND)
/github/workspace/input/examples/adt-a01.json: line 205, col 14, Warning - A definition for CodeSystem 'https://terminology.hl7.org/2.0.0/CodeSystem-location-physical-type.html' could not be found, so the code cannot be validated (NOTFOUND)
/github/workspace/input/examples/adt-a01.json: line 219, col 14, Warning - A definition for CodeSystem 'https://terminology.hl7.org/2.0.0/CodeSystem-location-physical-type.html' could not be found, so the code cannot be validated (NOTFOUND)
/github/workspace/input/examples/adt-a01.json: line 233, col 14, Warning - A definition for CodeSystem 'https://terminology.hl7.org/2.0.0/CodeSystem-location-physical-type.html' could not be found, so the code cannot be validated (NOTFOUND)
/github/workspace/input/examples/adt-a01.json: line 247, col 14, Warning - A definition for CodeSystem 'https://terminology.hl7.org/2.0.0/CodeSystem-location-physical-type.html' could not be found, so the code cannot be validated (NOTFOUND)
/github/workspace/input/examples/adt-a01.json: line 261, col 14, Warning - A definition for CodeSystem 'https://terminology.hl7.org/2.0.0/CodeSystem-location-physical-type.html' could not be found, so the code cannot be validated (NOTFOUND)
/github/workspace/input/examples/adt-a01.json: line 384, col 10, Warning - A definition for CodeSystem 'https://terminology.hl7.org/2.0.0/CodeSystem-location-physical-type.html' could not be found, so the code cannot be validated (NOTFOUND)
/github/workspace/input/examples/adt-a01.json: line 432, col 10, Warning - A definition for CodeSystem 'https://terminology.hl7.org/2.0.0/CodeSystem-location-physical-type.html' could not be found, so the code cannot be validated (NOTFOUND)
/github/workspace/input/examples/adt-a01.json: line 480, col 10, Warning - A definition for CodeSystem 'https://terminology.hl7.org/2.0.0/CodeSystem-location-physical-type.html' could not be found, so the code cannot be validated (NOTFOUND)
/github/workspace/input/examples/adt-a01.json: line 528, col 10, Warning - A definition for CodeSystem 'https://terminology.hl7.org/2.0.0/CodeSystem-location-physical-type.html' could not be found, so the code cannot be validated (NOTFOUND)
/github/workspace/input/examples/adt-a01.json: line 576, col 10, Warning - A definition for CodeSystem 'https://terminology.hl7.org/2.0.0/CodeSystem-location-physical-type.html' could not be found, so the code cannot be validated (NOTFOUND)
/github/workspace/input/examples/adt-a01.json: line 624, col 10, Warning - A definition for CodeSystem 'https://terminology.hl7.org/2.0.0/CodeSystem-location-physical-type.html' could not be found, so the code cannot be validated (NOTFOUND)
/github/workspace/input/examples/adt-a01.json: line 672, col 10, Warning - A definition for CodeSystem 'https://terminology.hl7.org/2.0.0/CodeSystem-location-physical-type.html' could not be found, so the code cannot be validated (NOTFOUND)
/github/workspace/input/examples/adt-a01.json: line 720, col 10, Warning - A definition for CodeSystem 'https://terminology.hl7.org/2.0.0/CodeSystem-location-physical-type.html' could not be found, so the code cannot be validated (NOTFOUND)
/github/workspace/input/examples/adt-a01.json: line 29, col 6, Warning - Entry 'https://cockpit-ci.glinttlab.com/fhir-server/Patient/6ffe05db-02da-49f0-8186-eeb5e06cfdd7' isn't reachable by traversing links (forward or backward) from the MessageHeader, so its presence should be reviewed (is it needed to process the message?) (INFORMATIONAL)
/github/workspace/input/examples/adt-a01.json: line 114, col 6, Warning - Entry 'https://cockpit-ci.glinttlab.com/fhir-server/Encounter/f524a427-a1c7-48bc-ad3c-4c30a2207b91' isn't reachable by traversing links (forward or backward) from the MessageHeader, so its presence should be reviewed (is it needed to process the message?) (INFORMATIONAL)
/github/workspace/input/examples/adt-a01.json: line 291, col 6, Warning - Entry 'https://cockpit-ci.glinttlab.com/fhir-server/Practitioner/1b9d6bcd-bbfd-4b2d-9b5d-ab8dfbbd4cdd' isn't reachable by traversing links (forward or backward) from the MessageHeader, so its presence should be reviewed (is it needed to process the message?) (INFORMATIONAL)
/github/workspace/input/examples/adt-a01.json: line 350, col 6, Warning - Entry 'https://cockpit-ci.glinttlab.com/fhir-server/Location/2e3479bd-b4b8-48a4-8701-2a1343a75476' isn't reachable by traversing links (forward or backward) from the MessageHeader, so its presence should be reviewed (is it needed to process the message?) (INFORMATIONAL)
/github/workspace/input/examples/adt-a01.json: line 398, col 6, Warning - Entry 'https://cockpit-ci.glinttlab.com/fhir-server/Location/fd34e97f-160f-46fe-bdec-f7ef8eb1f7e6' isn't reachable by traversing links (forward or backward) from the MessageHeader, so its presence should be reviewed (is it needed to process the message?) (INFORMATIONAL)
/github/workspace/input/examples/adt-a01.json: line 446, col 6, Warning - Entry 'https://cockpit-ci.glinttlab.com/fhir-server/Location/b9359ab1-45b1-4de9-994f-1f26eecd5d68' isn't reachable by traversing links (forward or backward) from the MessageHeader, so its presence should be reviewed (is it needed to process the message?) (INFORMATIONAL)
/github/workspace/input/examples/adt-a01.json: line 494, col 6, Warning - Entry 'https://cockpit-ci.glinttlab.com/fhir-server/Location/a0a2fc9b-36cc-473e-9b57-dda2b92eaabd' isn't reachable by traversing links (forward or backward) from the MessageHeader, so its presence should be reviewed (is it needed to process the message?) (INFORMATIONAL)
/github/workspace/input/examples/adt-a01.json: line 542, col 6, Warning - Entry 'https://cockpit-ci.glinttlab.com/fhir-server/Location/52a1b3b4-1b3b-4b3b-1b3b-1b3b1b3b1b3b' isn't reachable by traversing links (forward or backward) from the MessageHeader, so its presence should be reviewed (is it needed to process the message?) (INFORMATIONAL)
/github/workspace/input/examples/adt-a01.json: line 590, col 6, Warning - Entry 'https://cockpit-ci.glinttlab.com/fhir-server/Location/91963b04-b291-45d4-9523-c2a2f3657897' isn't reachable by traversing links (forward or backward) from the MessageHeader, so its presence should be reviewed (is it needed to process the message?) (INFORMATIONAL)
/github/workspace/input/examples/adt-a01.json: line 638, col 6, Warning - Entry 'https://cockpit-ci.glinttlab.com/fhir-server/Location/993e03f2-b757-4aee-9d1d-45a9dce60c07' isn't reachable by traversing links (forward or backward) from the MessageHeader, so its presence should be reviewed (is it needed to process the message?) (INFORMATIONAL)
